id,word,mean,freq
1694,ทุกฺขกฺขนฺธสฺส,แห่งกองทุกข์,12
3338,ทุกฺขธมฺเมน,กับสิ่งที่เป็นเหตุให้เกิดความทุกข์,3
1533,ทุกฺขนิโรธคามินิยา,ที่ทำให้ถึงความดับแห่งทุกข์,3
1422,ทุกฺขนิโรธคามินี,ที่ทำให้ถึงความดับแห่งทุกข์,9
3541,ทุกฺขนิโรธํ,กล่าวคือความดับแห่งทุกข์,1
1531,ทุกฺขนิโรเธ,ในความดับแห่งทุกข์,3
1858,ทุกฺขนิโรโธ,กล่าวคือความดับแห่งทุกข์,4
3265,ทุกฺขนิโรโธ,เป็นความดับทุกข์,3
1409,ทุกฺขนิโรโธ,คือความดับแห่งทุกข์,1
2409,ทุกฺขปเรตา,เป็นผู้มีความทุกข์เป็นเบื้องหน้าแล้ว,1
6351,ทุกฺขสจฺจํ,อ.สัจจะกล่าวคือทุกข์,1
1530,ทุกฺขสมุทเย,ในเหตุเกิดทุกข์,3
1854,ทุกฺขสมุทโย,กล่าวคือเหตุเกิดแห่งทุกข์,3
3262,ทุกฺขสมุทโย,เป็นเหตุให้เกิดทุกข์,3
1852,ทุกฺขสมุทโย,กล่าวคือเหตุให้เกิดทุกข์,2
1399,ทุกฺขสมุทโย,คือเหตุให้เกิดทุกข์,1
1643,ทุกฺขสฺส,ซึ่งความทุกข์,5
5305,ทุกฺขสฺส,จากทุกข์,2
4624,ทุกฺขสฺส,ซึ่งความทุกข์คือทุกขเวทนา,1
5741,ทุกฺขา,ที่เป็นทุกข์คือทนได้ยากลำบาก,10
1380,ทุกฺขา,เป็นทุกข์,6
2352,ทุกฺขา,ก็เป็นทุกข์,6
2368,ทุกฺขา, เป็นตัวทุกข์,1
5833,ทุกฺขาย,ที่เป็นทุกข์คือทนได้ยากลำบาก,3
6187,ทุกฺขาย,ที่เป็นทุกข์,1
6368,ทุกฺขินฺทฺริยํ,อ.อินทรีย์กล่าวคือทุกขเวทนา,1
4440,ทุกฺขิโต,เป็นผู้มีความทุกข์กายและทุกข์ใจ,2
2814,ทุกฺขโทมนสฺสานํ,แห่งทุกข์และโทมนัส ท.,2
1373,ทุกฺขํ,เป็นทุกข์,20
2353,ทุกฺขํ,ก็เป็นทุกข์,10
1377,ทุกฺขํ,กล่าวคือทุกข์,6
3037,ทุกฺขํ,ที่เป็นทุกข์,6
3346,ทุกฺขํ,อ.ความทุกข์,4
3345,ทุกฺขํ,อ.ทุกข์ทางกาย,2
3259,ทุกฺขํ,เป็นทุกข์กล่าวคือเป็นสภาพที่ไร้แก่นสารคือไร้ความเที่ยงไร้สุขไร้ตัวตน,1
1529,ทุกฺเข,ในทุกข์,3
5921,ทุกฺเขหิ,โดยความไม่สบายกาย ท.,1
1383,ทุกฺโข,เป็นทุกข์,7
2356,ทุกฺโข,ก็เป็นทุกข์,4
1338,ทุกฺโข,ที่เป็นความลำบาก,1
5924,ทุกฺโขติณฺณา,เป็นผู้ถูกความทุกข์หยั่งเอาแล้ว,1
4997,ทุคฺคตึ,อันเป็นทุคติ คือที่ไปที่ไม่ดี,2
4977,ทุคฺคเต,ที่มีคติไม่ดี,4
2577,ทุชฺชีวิเตน,ด้วยชีวิตที่ทุกข์ยาก,1
5551,ทุติยทสพลสุตฺตํ,อ.ทุติยทสพลสูตร กล่าวคือพระสูตรที่แสดงเกี่ยวกับกำลังของพระทศพลสูตรที่สอง,1
516,ทุติยมฺปิ,แม้ครั้งที่สอง,3
6012,ทุติยานุสฺสติฏฺฐานํ,อันเป็นที่ตั้งแห่งความระลึกลำดับที่สอง,1
6032,ทุติยํ,ในครั้งที่สอง,4
1496,ทุติยํ,ลำดับที่สอง,3
1495,ทุติยํ,ที่สอง,2
5288,ทุติยํ,อันเป็นพระสูตรลำดับที่สอง,2
5200,ทุติยํ,อันเป็นพระสูตรลำดับที่สองในคัมภีร์ทีฆนิกาย สีลขันธวรรค,1
4975,ทุพฺพณฺเณ,ที่มีผิวพรรณเศร้าหมอง,4
2526,ทุพฺพลฺยํ,ซึ่งความเป็นผู้ท้อแท้,1
3970,ทุพฺภาสิตํ,ซึ่งคำทุพภาษิตคือคำพูดที่ไม่ดี,1
4477,ทุพฺภิกฺขํ,อันเป็นสถานที่ขาดแคลนอาหาร,2
4029,ทูเตยฺยปหิณคมนานุโยคา,จากการทำหน้าที่เป็นทูตและทำหน้าที่เดินส่งข่าวสาร,2
4243,ทูเตยฺยปหิณคมนานุโยคํ,ซึ่งการทำหน้าที่เป็นทูตและหน้าที่ส่งข่าวสาร,1
2725,ทูเร,อยู่ในที่ไกล,29
4851,ทูเร,ในที่ไกล,3
1277,ทฺวตฺตึสากาโร,อ. อาการสามสิบสอง,1
6324,ทฺวาทส,สิบสองประการ,1
1871,ทฺวาทสาการํ,อันมีสิบสองอาการ,2
3632,ทฺวินฺนํ,สองประการ,3
3003,ทฺวีหมตํ,ที่ตายแล้วสองวัน,1
2957,ธญฺสฺส,ด้วยธัญพืช,1
4119,ธนุกํ,ซึ่งการพนันด้วยธนูของเล่นอันเล็กๆ,1
4419,ธนํ,อ.ทรัพย์,2
1954,ธมฺมจกฺกํ,อ.พระธรรมจักร,3
1931,ธมฺมจกฺขุ,อ.ธรรมจักษุ,1
5192,ธมฺมจกฺขุ,อ.ดวงตาเห็นธรรม กล่าวคือโสตาปัตติมรรคญาณ,1
1945,ธมฺมจกฺเก,ครั้นเมื่อพระธรรมจักร,1
1157,ธมฺมจริยา,อ. การประพฤติธรรม,1
5264,ธมฺมชาติ,อ.สภาวะ,8
3323,ธมฺมชาตํ,อ.สภาวะ,20
3278,ธมฺมชาตํ,อ.สภาวะกล่าวคือความปรารถนาสิ่งที่ไม่อาจจะได้,7
3985,ธมฺมชาตํ,อ.ธรรมชาติ,6
5354,ธมฺมฏฺิตตา,เป็นความตั้งขึ้นและเป็นไปตามเหตุ,11
3520,ธมฺมตณฺหา,อ.ธัมมตัณหากล่าวคือความปรารถนาต้องการและติดใจในสภาวะธรรม,3
2076,ธมฺมทสฺสนํ,อ.การเห็นธรรม,1
6347,ธมฺมธาตุ,อ.ธาตุกล่าวคือธัมมารมณ์ที่รับรู้ทางใจ,1
5355,ธมฺมนิยามตา,เป็นข้อกำหนดอันแน่นอนของธรรม,11
5135,ธมฺมราชานํ,ผู้ทรงเป็นพระธรรมราชา,3
3844,ธมฺมวาที,เป็นผู้มีปกติกล่าวเฉพาะคำที่เกี่ยวข้องกับโลกุตตรธรรม,2
3232,ธมฺมวิจยสมฺโพชฺฌงฺคสฺส,แห่งธัมมวิจยสัมโพชฌงค์,2
3230,ธมฺมวิจยสมฺโพชฺฌงฺคํ,ซึ่งธัมมวิจยสัมโพชฌงค์คือปัญญาเครื่องวิจัยค้นคว้าธรรมอันเป็นองค์ประกอบแห่งปัญญาตรัสรู้อริยสัจ,2
3231,ธมฺมวิจยสมฺโพชฺฌงฺโค,อ.ธัมมวิจยสัมโพชฌงค์,2
3532,ธมฺมวิจาโร,อ.ธัมมวิจารกล่าวคือความครุ่นคิดพิจารณาในสภาวะธรรม,2
3526,ธมฺมวิตกฺโก,อ.ธัมมวิตกกล่าวคือความตรึกนึกคิดในสภาวะธรรม,2
4211,ธมฺมวินยํ,ซึ่งพระธรรมวินัย,3
3513,ธมฺมสญฺเจตนา,อ.ธัมมสัญเจตนากล่าวคือความจงใจปรุงแต่งในสภาวะธรรม,2
3507,ธมฺมสญฺา,อ.ธัมมสัญญากล่าวคือความจำได้หมายรู้ในสภาวะธรรม,2
1221,ธมฺมสากจฺฉา,อ. การสนทนาธรรม,1
3873,ธมฺมสฺส,ต่อพระธรรม,15
6013,ธมฺมสฺส,ของพระธรรม,2
6014,ธมฺมสฺส,แด่พระธรรม,1
1217,ธมฺมสฺสวนํ,อ. การฟังธรรม,1
6179,ธมฺมา,อ.สภาวธรรม ท. ที่ไม่ใช่สัตว์ ไม่ใช่ชีวะ ว่างเปล่าจากอัตตาตัวตน,256
2617,ธมฺมา,อ.สภาวธรรม ท.,77
236,ธมฺมา,อ. ธรรม ท.,17
5683,ธมฺมา,คือ อ.สภาวธรรม ท.,3
3368,ธมฺมา,อ.ธัมมารมณ์กล่าวคืออารมณ์ที่รู้ได้ทางใจ ท.,2
3165,ธมฺมา,อ.สภาวะธรรมคือนิวรณ์ห้าประการ ท. ที่ปราศจากสัตว์ บุคคล ตัวตน เรา เขา เท่านั้น,1
3169,ธมฺมา,อ.สภาวะธรรมคืออุปาทานขันธ์ห้าประการ ท. ที่ปราศจากสัตว์ บุคคล ตัวตน เรา เขา เท่านั้น,1
3217,ธมฺมา,อ.สภาวะธรรม ท. คืออายตนะภายในหกและอายตนะภายนอกหก ที่ปราศจากสัตว์ บุคคล ตัวตน เรา เขา เท่านั้น,1
3251,ธมฺมา,อ.สภาวะธรรม ท.คือโพชฌงค์เจ็ดประการ ที่ปราศจากสัตว์ บุคคล ตัวตน เรา เขา เท่านั้น,1
3616,ธมฺมา,อ.สภาวะธรรม ท. คือ สัจจะสี่ประการ ที่ปราศจากสัตว์ บุคคล ตัวตน เรา เขา เท่านั้น,1
5723,ธมฺมา,อ.สภาวธรรมคือจิตเจตสิกที่ก่อน ท.,1
3619,ธมฺมานุปสฺสนา,อ.การเจริญสติปัฏฐานโดยการเห็นธรรมสักว่าเป็นธรรมอยู่เนืองๆ,1
1466,ธมฺมานุปสฺสี,เป็นผู้เห็นเนืองๆ ซึ่งธรรม,34
3584,ธมฺมานุปสฺสี,เป็นผู้เห็นซึ่งธรรมเนืองๆ โดยความเป็นของไม่เที่ยง เป็นทุกข์ ไม่ใช่ตัวตน,1
6572,ธมฺมานุสารี,อ.บุคคลผู้ปฏิบัติตามมรรคโดยมีปัญญาเป็นประธาน มีปัญญาเป็นเครื่องนำมา,1
5662,ธมฺมานํ,แก่ธรรม ท.,31
1581,ธมฺมานํ,แห่งธรรม ท.,7
1588,ธมฺมานํ,ซึ่งธรรม ท.,2
5725,ธมฺมานํ,แก่สภาวธรรมคือจิตและเจตสิกที่เกิดภายหลังโดยไม่มีสภาวธรรมอื่นมาคั่นในระหว่าง ท.,1
6381,ธมฺมายตนํ,อ.ธัมมายตนะ กล่าวคือสิ่งเชื่อมต่อให้เกิดจิตเจตสิกคือธัมมารมณ์,1
2633,ธมฺมารมฺมณํ,มีธรรมะเป็นอารมณ์,1
5134,ธมฺมิกํ,ผู้ทรงประพฤติธรรม,3
1167,ธมฺมํ,ซึ่งพระธรรม,21
2347,ธมฺมํ,ซึ่งธรรม,3
4334,ธมฺมํ,ซึ่งธรรมารมณ์,1
1818,ธมฺเม,ในพระธรรม,3
3634,ธมฺเม,ในอัตตภาพ,3
3204,ธมฺเม,ซึ่งธรรมกล่าวคืออารมณ์ที่รับรู้ได้เฉพาะทางใจ ท.,1
5346,ธมฺเม,ซึ่งธรรม ท.,1
5467,ธมฺเม,ครั้นเมื่อพระธรรม กล่าวคือขันธ์ห้าและอิทัปปัจจยตาปฏิจจสมุปบาท,1
1228,ธมฺเมสุ,ในธรรม ท.,33
3614,ธมฺเมสุ,ในสภาวะธรรม ท.คือสัจจสี่,8
3163,ธมฺเมสุ,ในสภาวะธรรมคือนิวรณ์ห้าประการ ท.,6
3168,ธมฺเมสุ,ในสภาวะธรรมคืออุปาทานขันธ์ห้าประการ ท.,6
3216,ธมฺเมสุ,ในธรรม ท. คืออายตนะภายในหกและอายตนะภายนอกหก,6
3250,ธมฺเมสุ,ในธรรม ท.คือโพชฌงค์เจ็ดประการ,6
3585,ธมฺเมสุ,ในธรรม ท. คือทั้งในรูปธรรมและนามธรรม,1
1605,ธมฺเมหิ,จากธรรม ท.,4
1783,ธมฺเมหิ,ด้วยธรรม ท.,3
1819,ธมฺโม,อ.พระธรรม,18
5468,ธมฺโม,อ.พระธรรม กล่าวคือขันธ์ห้าและอิทัปปัจจยตาปฏิจจสมุปบาท,1
5911,ธรมาโน,เมื่อยังทรงพระชนม์อยู่,1
5352,ธาตุ,อ.ธาตุ กล่าวคือกระบวนธรรมที่อิงอาศัยกันและกันเกิดขึ้น,11
6316,ธาตุปญฺตฺติ,อ.บัญญัติว่าด้วยเรื่องธาตุ,3
6329,ธาตุโย,อ.ธาตุ ท.,1
2981,ธาตุโส,โดยความเป็นธาตุ ปราศจากสัตว์ บุคคล ตัวตน เรา เขา,2
6328,ธาตูนํ,แห่งธาตุ ท.,2
4575,ธารํ,ซึ่งน้ำฝน,1
5116,ธาเรตุ,โปรดทรงจำไว้,1
5102,ธาเรยฺย,พึงตั้งไว้,1
1319,น,ไม่,134
1047,น,หามิได้,19
6213,น,ไม่ใช่,8
6613,น,แต่ว่าไม่,6
571,นขา,อ. เล็บ ท.,2
4191,นครกถํ,ซึ่งคำพูดที่ไร้สาระเกี่ยวกับนคร,1
1279,นจฺจคีตวาทิตวิสูกทสฺสนา,จากการฟ้อนรำ การขับร้อง การประโคมดนตรี และการดูสิ่งที่เป็นข้าศึกต่อกุศล,2
4070,นจฺจํ,ซึ่งการฟ้อนรำ,1
3124,นตฺถิ,ไม่มีอยู่,12
1922,นตฺถิ,ย่อมไม่มี,7
5654,นตฺถิปจฺจโย,อ.ธรรมที่เป็นปัจจัยอุปการะเกื้อหนุนแก่ผลโดยความไม่มีอยู่,1
5453,นทติ,ย่อมบันลือ,1
1403,นนฺทิราคสหคตา,อันประกอบกับความกำหนัดด้วยอำนาจความเพลิน,1
3447,นนฺทิราคสหคตา,อันมีลักษณะเพลิดเพลินและความใคร่กำหนัด,1
5847,นมสฺสามิ,ย่อมนมัสการ,2
2215,นมามิ,ย่อมนอบน้อม,5
1235,นว,เก้า,2
3685,นวมํ,เป็นพระสูตรลำดับที่เก้าในคัมภีร์ทีฆนิกาย มหาวรรค,1
4200,นานตฺตกถํ,ซึ่งคำพูดที่ไร้สาระเกี่ยวกับเรื่องสัพเพเหระทั่วไป,1
2947,นานปฺปการสฺส,มีประการต่างๆ ,1
3908,นานาธิมุตฺติกตา,อ.ความเป็นผู้มีอัธยาศัยโน้มเอียงไปต่างๆ นานา,2
2958,นานาวิหิตสฺส,ชนิดต่างๆ,1
1161,นาม,ชื่อว่า,11
5308,นาม,หนอ,1
5272,นามรูปนิโรธา,เพราะความดับแห่งนามรูป,3
1712,นามรูปนิโรธา,เพราะความดับนามรูป,1
5271,นามรูปนิโรโธ,อ.ความดับแห่งนามรูป,4
1711,นามรูปนิโรโธ,อ.ความดับนามรูป,1
1675,นามรูปปจฺจยา,เพราะนามรูปเป็นปัจจัย,6
1674,นามรูปํ,อ.นามรูป,14
5330,นามรูเป,ครั้นเมื่อนามรูป,2
1111,นามํ,อ. นาม,3
2022,นามํ,เป็นชื่อ,1
3856,นาฬนฺทํ,แห่งนิคมนาฬันทา,2
4159,นาฬิกํ,ซึ่งการสะพายกลักยาที่ประดับตกแต่งแล้ว,1
5096,นิกฺกุชฺชิตํ,ที่คว่ำอยู่แล้ว,1
5030,นิกฺขมนฺติ,ย่อมออกไป,1
5022,นิกฺขมนฺเต,ผู้กำลังออกอยู่,1
3741,นิกฺขมิตฺวา,ออกแล้ว,9
3316,นิกฺเขโป,อ.ความทอดทิ้งไว้,2
4190,นิคมกถํ,ซึ่งคำพูดที่ไร้สาระเกี่ยวกับนิคม,1
4234,นิคฺคหิโต,เป็นผู้ที่ข้าพเจ้าชนะแล้ว,1
2798,นิคโม,อ.นิคม,1
2147,นิจฺจา,เป็นสิ่งเที่ยง,3
2124,นิจฺจํ,เป็นสิ่งเที่ยง,2
6080,นิจฺจํ,เป็นนิตย์,1
4266,นิชิคึสิตาโร,เป็นผู้แสวงหา,1
657,นิฏฐิตา,จบแล้ว,1
565,นิฏฐิตํ,จบแล้ว,2
1194,นิฏฐิโต,จบแล้ว,1
6266,นิฏฺฐิตา,จบแล้ว,2
518,นิฏฺฐิตํ,จบแล้ว,24
2793,นิฏฺฐิตํํ,จบแล้ว,1
3254,นิฏฺฐิโต,จบแล้ว,2
3079,นิฏฺิตา,จบแล้ว,3
2905,นิฏฺิตํ,จบแล้ว,11
2835,นิฏฺิโต,จบแล้ว,1
4486,นิตฺถิณฺโณ,เป็นผู้ข้ามพ้นแล้ว,1
4479,นิตฺถเรยฺย,พึงข้ามพ้น,1
3846,นิธานวตึ,ที่ตรึงใจ,2
4596,นิปฺปีติเกน,อันไม่มีปีติ,4
4265,นิปฺเปสิกา,เป็นผู้แสวงหาลาภโดยพูดให้ร้ายผู้อื่นลับหลัง,1
5758,นิพฺพตฺตา,บังเกิดแล้ว,1
3284,นิพฺพตฺติ,อ.ความบังเกิดขึ้น,2
5588,นิพฺพตฺตํ,บังเกิดแล้ว,1
3264,นิพฺพานธมฺโม,อ.ธรรมคือพระนิพพานอันเป็นที่ดับทุกข์และดับเหตุเกิดทุกข์,1
1158,นิพฺพานสจฺฉิกิริยา,อ. การกระทำให้แจ้งพระนิพพาน,1
2819,นิพฺพานสฺส,ซึ่งพระนิพพาน,2
1354,นิพฺพานาย,เพื่อนิพพาน,3
5039,นิพฺพานํ,ซึ่งพระนิพพาน,3
2765,นิพฺพินฺทติ,ย่อมเบื่อหน่าย,5
2769,นิพฺพินฺทํ,เมื่อเบื่อหน่าย,1
4092,นิพฺพุทฺธํ,ซึ่งการแข่งขันมวยปล้ำ,1
3979,นิพฺเพเตพฺพํ,พึงคัดค้าน,1
4240,นิพฺเพเหิ,จงลบล้าง,1
4291,นิมิตฺตคฺคาหี,เป็นผู้ยึดติดในนิมิตคือภาพลวงตาที่เป็นเหตุให้เกิดกิเลส,6
1981,นิมฺมานรตี,ที่อยู่ในสวรรค์ชั้นนิมมานรตี,1
3031,นิมฺมํสโลหิตมกฺขิตํ,ไม่มีเนื้อแต่มีเลือดเปรอะเปื้อนอยู่,1
5801,นิยกา,ที่เกิดในตน,2
5599,นิยกํ,ที่เกิดในตน,2
6517,นิยตา,ที่ให้ผลแน่นอนในลำดับต่อไปโดยไม่มีระหว่างคั่น ต่อจากการเกิดขึ้นของจุติหรือของตน,1
6515,นิยฺยานิกา,ที่เป็นเครื่องนำออกออกไปจากวัฏฏทุกข์,1
5895,นิยฺยานิโก,เป็นธรรมเครื่องออกจากทุกข์,1
5972,นิยฺยาเทมิ,ย่อมมอบถวาย,3
1789,นิยโต,เป็นผู้แน่นอน,2
6546,นิยโต,อ.บุคคลผู้เที่ยงแท้ ได้แก่ บุคคลผู้มีความเห็นผิดที่ดิ่งมั่นคงเป็นผู้เที่ยงที่จะอยู่ในวัฏฏะ และพระอริยะเจ้าเป็นผู้เที่ยงต่อนิพพาน,1
4996,นิรยํ,ซึ่งนรก,2
3072,นิรามิสํ,อันไม่อิงอาศัยอามิสกล่าวคือกามคุณ,6
3540,นิรุชฺฌติ,ย่อมดับได้,14
1727,นิรุชฺฌนฺติ,ย่อมดับไป,3
1728,นิรุชฺฌนฺติ,ย่อมดับ,1
3539,นิรุชฺฌมานา,เมื่อดับ,13
5733,นิรุทฺธา,ดับไปแล้ว,1
5557,นิรุทฺธํ,ดับไปแล้ว,1
1214,นิวาโต,อ. ความอ่อนน้อมถ่อมตน,1
3460,นิวิสติ,ย่อมตั้งอยู่,13
3459,นิวิสมานา,เมื่อตั้งอยู่,13
3926,นิสชฺช,ครั้นประทับนั่งแล้ว,1
5032,นิสินฺนา,นั่งแล้ว,1
1487,นิสินฺเน,ในการนั่ง,3
5027,นิสินฺเน,ผู้นั่งอยู่แล้ว,1
2993,นิสินฺโน,เป็นผู้นั่งแล้ว,3
2914,นิสินฺโน,เมื่อนั่งอยู่,1
2915,นิสินฺโน,เป็นผู้นั่งอยู่,1
2995,นิสินฺโน,เป็นผู้นั่งขายเนื้ออยู่แล้ว,1
2839,นิสีทติ,ย่อมนั่ง,2
3923,นิสีทิ,ประทับนั่งแล้ว,1
4948,นิสีทึ,นั่งแล้ว,2
5640,นิสฺสยปจฺจโย,อ.ธรรมที่เป็นปัจจัยอุปการะเกื้อหนุนแก่ผลโดยความเป็นที่อาศัย,1
5304,นิสฺสรณํ,ซึ่งอุบายวิธีเป็นเครื่องสลัดออก,1
5309,นิสฺสรณํ,อ.อุบายวิธีเป็นเครื่องสลัดออกกล่าวคืออริยมรรคและพระนิพพาน,1
4281,นิหตปจฺจามิตฺโต,ผู้ทรงมีศัตรูอันกำจัดได้หมดแล้ว,1
3775,นิหิตทณฺโฑ,เป็นผู้มีท่อนไม้อันวางลงแล้ว,2
3776,นิหิตสตฺโถ,เป็นผู้ศาสตราวุธอันวางลงแล้ว,2
2495,นิิกฺขมิตฺวา,ทรงออกแล้ว,1
5392,นิโรธธมฺมา,เป็นสิ่งที่มีความดับสนิทไปเป็นสภาวะ,5
5401,นิโรธธมฺมํ,เป็นสิ่งที่มีความดับสนิทไปเป็นสภาวะ,4
1943,นิโรธธมฺมํ,มีความดับไปเป็นธรรมดา,1
5378,นิโรธธมฺมํ,เป็นสิ่งที่มีความดับไปเป็นสภาวะ,1
5399,นิโรธธมฺโม,เป็นสิ่งที่มีความดับสนิทไปเป็นสภาวะ,2
6353,นิโรธสจฺจํ,อ.สัจจะกล่าวคือนิโรธ,1
5336,นิโรธา,เพราะความดับไป,12
1732,นิโรโธ,อ.ความดับ,4
5342,นิโรโธ,อ.ความดับ กล่าวคือความไม่เกิด ความไม่มี,2
4724,นีลํ,อันมีสีเขียว,2
3166,นีวรณปพฺพํ,อ.การเจริญธัมมานุปัสสนาสติปัฏฐานหมวดนิวรณ์ห้าประการ,1
6429,นีวรณวิปฺปยุตฺตา,ที่ไม่ได้ประกอบพร้อมกันกับนิวรณ์,2
6432,นีวรณสมฺปยุตฺตา,ที่สัมปยุตต์กับนิวรณ์,2
6428,นีวรณสมฺปยุตฺตา,ที่สัมปยุตต์กับนิวรณ์ คือ ประกอบพร้อมกันกับเหตุโดยลักษณะ ๔ ได้แก่ (๑) เกิดพร้อมกัน (๒) ดับพร้อมกัน (๓) รู้อารมณ์เดียวกัน (๔) เกิดที่เดียวกัน,1
6430,นีวรณา,ที่เป็นนิวรณ์,2
6431,นีวรณา,ไม่ได้เป็นนิวรณ์,2
6424,นีวรณา,ที่เป็นนิวรณ์ กล่าวคือเป็นเครื่องปิดกั้น ขัดขวางคุณงามความดี ขัดขวางการปฏิบัติธรรม ไม่ให้บรรลุถึงสมาธิและปัญญา ทำให้จิตเศร้าหมอง ทำให้ปัญญาด้อยกำลัง,1
6425,นีวรณา,ที่ไม่ได้เป็นนิวรณ์,1
6426,นีวรณิยา,ที่เป็นอารมณ์ของนิวรณ์,4
6433,นีวรณโคจฺฉกํ,อ.กลุ่มของหลักธรรมที่เนื่องด้วยนิวรณ์,1
4490,นีวรเณ,ซึ่งนิวรณ์ ท.,3
3115,นีวรเณสุ,คือในนิวรณ์ ท.,3
3974,นุ,หนอ,31
2134,นุ,หรือ,10
5418,นุ,หรือว่า,3
4548,นฺหานียจุณฺณานิ,ซึ่งผงอันเป็นเครื่องอาบน้ำ ท.,1
4549,นฺหานียปิณฺฑิ,อ.ก้อนสบู่อันเป็นเครื่องอาบน้ำ,1
4532,นฺหาปกนฺเตวาสี,อ.ลูกศิษย์ของพนักงานสรงสนาน,1
4149,นฺหาปนํ,ซึ่งการอาบน้ำหอม,1
4531,นฺหาปโก,อ.พนักงานสรงสนาน คือผู้มีอาชีพเป็นคนให้บริการอาบน้ำแก่ผู้อื่น,1
5479,นฺหารุ,อ.เอ็น,1
3029,นฺหารุสมฺพนฺธํ,มีเส้นเอ็นรึงรัดไว้,3
575,นฺหารู,อ. เอ็น ท.,2
2481,นเฬรุปุจิมนฺทมูเล,ใต้ต้นสะเดาอันที่เป็นอยู่ของนเฬรุยักษ์,2
2208,นโม,อ. ความนอบน้อม,9
2922,นํ,นั้น,1
5999,ปกตํ,กระทำแล้ว,3
5472,ปกาสิเต,เป็นสิ่งที่ประกาศคือส่องให้สว่างแล้ว,1
5110,ปกาสิโต,ทรงประกาศแล้ว,1
5465,ปกาสิโต,เป็นสิ่งประกาศคือส่องให้สว่างแล้ว,1
2515,ปกาเสติ,ย่อมทรงประกาศ,1
3706,ปกาเสติ,ย่อมประกาศ,1
2248,ปกาเสสิ,ทรงประกาศแล้ว,1
4347,ปกฺกมติ,เมื่อจะหลีกไป,2
4351,ปกฺกมติ,ย่อมหลีกไป,2
5178,ปกฺกามิ,เสด็จกลับแล้ว,1
4353,ปกฺขี,ที่มีปีกแข็งแรง,3
1577,ปคฺคณฺหาติ,ย่อมประคับประคอง,8
2698,ปคฺคาโห,อ.ความประคับประคองคือความเพียร,1
4547,ปคฺฆรณี,เป็นสิ่งที่ไหลกระจายออก,1
4113,ปงฺคจีรํ,ซึ่งการพนันเป่าใบไม้,1
1885,ปจฺจญฺาสึ,ปฏิญญาแล้ว,2
1830,ปจฺจตฺตํ,เฉพาะตน,3
5598,ปจฺจตฺตํ,เป็นของเฉพาะตน,3
5805,ปจฺจตฺตํ,ที่เป็นของเฉพาะตน,1
4282,ปจฺจตฺถิกโต,จากศัตรู,1
4776,ปจฺจนุโภติ,ย่อมเข้าถึง,1
5447,ปจฺจยสุตฺตํ,อ.ปัจจยสูตร กล่าวคือพระสูตรที่ทรงแสดงเกี่ยวกับเรื่องเหตุปัจจัย,1
3800,ปจฺจยิโก,เป็นผู้มีถ้อยคำที่น่าเชื่อถือไว้วางใจได้,2
5658,ปจฺจยุทฺเทโส,อ.หัวข้อแม่บทแสดงภาวะความเป็นปัจจัย,1
1518,ปจฺจสฺโสสุ,ทูลรับแล้ว,8
4943,ปจฺจาคจฺเฉยฺย,พึงกลับมา,1
4953,ปจฺจาคโต,เป็นผู้กลับมาแล้ว,1
3712,ปจฺจาชาโต,ผู้ถือกำเนิดแล้ว,1
3900,ปจฺจุฏฺิตานํ,ผู้ลุกขึ้นแล้ว,2
2890,ปจฺจุปฏฺฐิตา,เป็นสิ่งที่ตั้งขึ้นเฉพาะหน้า,2
2888,ปจฺจุปฏฺิตา,เป็นสิ่งที่ตั้งขึ้นเฉพาะหน้า,9
5755,ปจฺจุปฺปนฺนา,ที่เป็นปัจจุบัน,2
5765,ปจฺจุปฺปนฺนา,เกิดขึ้นเฉพาะหน้าแล้ว,1
6249,ปจฺจุปฺปนฺนา,ที่เป็นปัจจุบัน เกิดขึ้นปรากฏอยู่เฉพาะหน้า,1
6253,ปจฺจุปฺปนฺนารมฺมณา,"ที่มีปัจจุบันธรรมเป็นอารมณ์ (ปจฺจุปฺปนฺน = ธรรมที่เป็นปัจจุบัน, อารมฺมณา = เป็นอารมณ์)",1
5580,ปจฺจุปฺปนฺนํ,ที่เป็นปัจจุบัน,2
5432,ปจฺจุปฺปนฺนํ,อันเป็นปัจจุบันเริ่มตั้งแต่ปฏิสนธิจนถึงจุติ,1
5595,ปจฺจุปฺปนฺนํ,เกิดขึ้นเฉพาะหน้าแล้ว,1
5596,ปจฺจุปฺปนฺนํเสน,กับส่วนที่เกิดขึ้นเฉพาะหน้าแล้ว,2
3901,ปจฺจูสสมยํ,ในเวลาช่วงเช้า,2
2938,ปจฺจเวกฺขติ,ย่อมพิจารณา,3
4885,ปจฺจเวกฺขมาโน,เมื่อพิจารณาดูอยู่,1
2969,ปจฺจเวกฺเขยฺย,พึงพิจารณาเห็น,2
5661,ปจฺจโย,เป็นปัจจัย,32
4226,ปจฺฉา,ในภายหลัง,2
5643,ปจฺฉาชาตปจฺจโย,อ.ธรรมที่เป็นปัจจัยอุปการะเกื้อหนุนแก่ผลโดยการเกิดภายหลัง,1
4377,ปจฺฉาภตฺตํ,ในเวลาภายหลังฉันภัตตาหารแล้ว,1
6118,ปจฺฉิมา,ครั้งสุดท้าย,1
5717,ปจฺฉิมานํ,ที่เกิดภายหลัง,14
4571,ปจฺฉิมาย,ตะวันตก,1
